,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,gender,SeniorCitizen,Partner,Dependents,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_One year,Contract_Two year
3552,68,1,1,102.1,7149.35,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3553,62,1,0,23.4,1429.65,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3554,7,1,1,71.05,472.65,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
3555,20,1,1,85.25,1734.5,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
3556,6,1,0,19.45,113.5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
3557,33,0,1,59.45,1884.65,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
3558,28,1,0,92.2,2568.15,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0
3559,27,1,0,19.85,470.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
3560,7,1,0,43.9,278.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3561,26,1,1,80.5,2088.8,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3562,5,1,1,89.8,502.6,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
3563,30,1,1,90.5,2595.85,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
3564,63,1,0,90.45,5825.5,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
3565,1,1,1,50.75,50.75,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3566,53,1,1,84.6,4449.75,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0
3567,14,1,1,89.65,1208.35,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0
3568,21,1,1,99.15,1956.4,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0
3569,17,1,0,19.95,310.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
3570,16,1,0,20.5,290.55,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1
3571,35,1,1,62.1,2096.1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
3572,32,1,1,79.5,2665.0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0
3573,28,1,1,19.55,543.8,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
3574,1,1,1,20.35,20.35,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3575,59,0,1,51.7,3005.8,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
3576,72,1,1,23.3,1623.15,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0
3577,36,1,1,65.4,2498.4,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
3578,40,1,0,65.1,2586.0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3579,40,1,1,81.2,3292.3,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0
3580,9,1,1,72.9,651.4,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0
3581,63,1,0,74.5,4674.55,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1
3582,3,1,1,80.5,232.35,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
3583,40,0,0,60.3,2448.5,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0
3584,8,1,1,75.0,658.1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
3585,34,1,0,90.15,3128.8,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0
3586,5,0,0,40.0,223.45,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3587,9,1,1,99.45,919.4,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0
3588,9,1,1,69.05,653.95,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
3589,31,1,0,59.7,1825.5,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
3590,50,1,1,19.85,943.1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
3591,2,1,1,86.25,181.65,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
3592,1,1,1,45.65,45.65,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3593,8,1,1,70.1,551.35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3594,9,0,0,40.75,359.4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
3595,2,1,1,70.2,115.95,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
3596,3,1,0,55.35,165.2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3597,25,1,1,95.7,2338.35,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0
3598,1,1,0,46.3,46.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3599,45,1,0,81.3,3541.1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0
3600,51,1,1,84.2,4146.05,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0
3601,55,1,0,20.0,1087.25,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0
3602,38,1,1,66.15,2522.4,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3603,2,1,0,45.85,81.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3604,38,1,0,19.6,717.3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
3605,34,1,1,49.8,1734.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3606,70,1,1,101.75,7069.3,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0
3607,13,1,0,55.15,742.9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
3608,39,1,0,75.25,3017.65,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3609,61,1,1,103.95,6423.0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0
3610,12,1,1,100.15,1164.3,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
3611,41,1,1,99.65,4220.35,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1
3612,21,1,1,73.7,1558.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3613,55,0,1,50.05,2743.45,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
3614,69,0,0,60.25,4055.5,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
3615,26,1,0,105.75,2710.25,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0
3616,69,1,0,87.3,6055.55,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0
3617,18,0,1,48.35,810.7,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0
3618,47,1,0,54.25,2538.2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
3619,72,1,0,85.3,6129.2,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1
3620,33,0,1,50.0,1750.85,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0
3621,2,0,1,24.4,36.55,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
3622,72,1,0,90.95,6652.45,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1
3623,37,1,1,72.25,2575.45,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
3624,62,1,1,96.1,6019.35,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0
3625,71,1,0,19.85,1379.6,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1
3626,23,1,1,55.3,1284.2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3627,16,1,0,20.1,296.15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
3628,9,1,1,69.5,653.25,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3629,17,1,1,25.15,412.6,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1
3630,4,1,0,20.95,85.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3631,1,1,1,49.55,49.55,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
3632,24,1,1,79.65,1928.7,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0
3633,1,1,1,71.25,71.25,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
3634,72,1,0,113.8,7845.8,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1
3635,72,1,0,24.55,1750.7,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
3636,11,1,0,19.7,216.2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
3637,9,1,0,20.25,178.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3638,2,1,0,50.15,115.1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
3639,60,1,1,100.5,6029.0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0
3640,29,1,1,95.9,2745.2,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0
3641,49,1,1,74.45,3721.9,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
3642,30,1,1,104.1,3121.1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0
3643,53,1,0,19.05,990.45,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
3644,39,1,0,25.0,1004.35,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
3645,9,1,0,19.05,157.65,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3646,39,1,0,81.9,3219.75,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
3647,8,1,1,69.7,572.85,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
3648,51,1,1,90.15,4554.85,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0
3649,71,1,0,25.35,1847.55,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1
3650,71,1,1,24.65,1766.75,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
3651,70,1,1,19.55,1462.05,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
3652,1,0,0,25.25,25.25,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
3653,38,0,1,60.0,2193.2,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
3654,28,1,0,89.9,2433.5,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
3655,32,1,0,19.4,641.15,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
3656,49,1,0,49.8,2398.4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
3657,37,1,1,24.1,861.85,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
3658,10,1,0,54.25,583.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
3659,67,1,0,109.9,7332.4,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0
3660,7,0,1,35.5,249.55,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3661,51,1,0,87.55,4475.9,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0
3662,9,1,0,45.15,416.45,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3663,9,1,1,88.4,788.6,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0
3664,4,1,1,50.8,202.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3665,71,1,1,99.0,6994.6,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1
3666,50,1,1,84.4,4116.15,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0
3667,24,1,1,96.55,2263.45,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1
3668,22,1,1,59.75,1374.35,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3669,44,1,1,111.5,4915.15,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
3670,33,1,0,24.25,838.5,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
3671,1,1,1,75.1,75.1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
3672,54,1,1,70.15,3715.65,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0
3673,42,1,1,101.75,4273.45,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
3674,1,1,0,45.8,45.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3675,1,1,0,20.5,20.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3676,30,1,0,70.4,2044.75,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
3677,1,0,0,30.55,30.55,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3678,16,1,0,84.9,1398.25,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0
3679,1,1,1,20.1,20.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3680,9,0,0,40.65,328.95,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
3681,46,1,1,101.0,4680.05,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0
3682,1,1,1,69.1,69.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3683,71,1,0,54.5,3778.2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
3684,43,1,1,75.35,3161.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3685,50,0,1,44.45,2188.45,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
3686,13,1,1,75.0,999.45,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3687,19,1,0,100.0,1888.65,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0
3688,41,1,0,98.05,3990.6,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
3689,1,1,1,71.15,71.15,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
3690,24,0,1,54.15,1240.25,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
3691,40,1,0,63.9,2635.0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
3692,3,1,1,69.15,235.0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
3693,37,1,0,64.65,2347.85,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3694,67,1,1,108.75,7156.2,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
3695,32,1,1,98.85,3089.6,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0
3696,6,1,1,49.15,270.8,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
3697,32,1,0,89.6,2901.8,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0
3698,59,1,1,83.25,4949.1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
3699,30,1,0,70.25,2198.9,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0
3700,20,1,1,19.4,374.5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
3701,27,1,0,24.5,761.95,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1
3702,20,1,1,79.15,1520.9,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
3703,9,1,0,20.1,190.25,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
3704,68,1,1,73.0,5163.0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0
3705,69,1,0,61.4,4059.85,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1
3706,26,1,1,84.3,2281.6,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
3707,69,1,0,19.9,1356.7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
3708,11,1,0,20.4,231.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
3709,1,1,0,50.75,50.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3710,10,1,0,20.45,242.4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
3711,55,1,1,75.75,4264.25,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0
3712,44,1,0,65.4,2774.55,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
3713,46,1,1,80.4,3605.2,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0
3714,69,1,1,59.75,4069.9,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
3715,11,1,1,78.5,874.2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
3716,11,1,1,102.0,1145.35,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0
3717,29,1,0,48.95,1323.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3718,57,1,1,99.65,5497.05,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0
3719,28,1,0,18.25,534.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
3720,42,1,0,54.55,2455.05,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3721,2,1,0,20.65,38.7,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3722,23,0,0,40.65,947.4,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3723,18,1,0,20.45,357.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0
3724,62,1,0,24.8,1476.25,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
3725,1,1,1,70.8,70.8,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3726,16,1,1,89.05,1448.6,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
3727,3,1,1,96.6,291.9,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0
3728,67,1,1,88.8,5903.15,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
3729,62,1,1,20.05,1201.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
3730,57,1,1,104.5,5921.35,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0
3731,2,1,1,69.8,146.65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3732,23,1,1,77.15,1759.4,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1
3733,25,0,0,35.05,844.45,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
3734,72,1,1,108.1,7774.05,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1
3735,2,1,1,84.05,134.05,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
3736,8,1,1,20.2,140.95,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3737,5,1,1,50.6,249.95,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3738,35,0,0,49.2,1701.65,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
3739,24,1,0,24.6,592.65,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3740,2,1,1,71.65,135.75,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0
3741,72,1,1,104.9,7732.65,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1
3742,41,1,1,106.5,4282.4,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
3743,4,1,0,49.35,219.65,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3744,26,1,0,75.5,2018.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3745,7,1,1,94.25,669.0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
3746,1,1,1,68.95,68.95,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
3747,4,1,1,58.5,224.85,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0
3748,48,1,0,78.9,3771.5,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1
3749,2,1,1,93.85,196.75,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
3750,12,1,1,79.2,943.85,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0
3751,60,1,1,109.45,6572.85,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
3752,55,1,1,59.2,3175.85,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3753,1,0,0,29.15,29.15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3754,1,1,0,20.05,20.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3755,4,1,1,76.05,318.9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3756,1,0,1,24.45,24.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3757,42,1,0,66.5,2762.75,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1
3758,1,1,0,49.55,49.55,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3759,7,1,1,89.35,631.85,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
3760,3,1,1,73.6,232.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3761,72,1,1,82.65,5919.35,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1
3762,15,1,1,49.0,749.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3763,4,1,1,80.35,307.4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
3764,11,1,0,25.2,245.15,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
3765,5,1,0,25.45,134.75,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3766,1,1,1,55.8,55.8,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
3767,72,1,1,110.9,8240.85,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1
3768,55,1,1,77.75,4266.4,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
3769,40,1,1,26.2,1077.5,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0
3770,57,1,0,19.9,1115.6,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
3771,1,1,1,79.05,79.05,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
3772,1,1,1,95.0,95.0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0
3773,1,0,0,25.2,25.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3774,52,1,1,80.85,4079.55,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0
3775,41,1,1,98.4,4187.75,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0
3776,43,1,1,56.35,2391.15,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
3777,47,1,0,19.3,890.5,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
3778,3,1,0,50.4,137.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3779,66,1,0,79.4,5154.6,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1
3780,55,1,1,55.25,3119.9,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1
3781,29,1,0,19.1,529.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
3782,12,1,1,84.05,966.55,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0
3783,66,1,1,105.2,6936.85,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0
3784,35,1,1,101.4,3496.3,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0
3785,10,1,1,89.8,914.3,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0
3786,27,1,1,75.75,1929.0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
3787,58,1,1,95.3,5817.7,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0
3788,54,1,0,109.75,6110.2,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1
3789,9,1,0,19.85,178.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3790,2,1,0,19.3,28.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
3791,6,1,1,69.1,435.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3792,26,1,1,91.25,2351.8,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0
3793,9,1,0,20.25,186.15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3794,8,1,1,54.75,445.85,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3795,12,1,1,81.45,912.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
3796,15,1,1,49.1,679.55,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3797,43,1,1,80.2,3581.6,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0
3798,42,1,1,100.3,4222.95,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0
3799,31,1,0,65.25,1994.3,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
